geneID,Gene.Name,Gene.stable.ID,Subject.sequence.ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Protein.annotations
gene3986,antxrl,ENSPMEG00000008407,sp|Q9H6X2|ANTR1_HUMAN,533.3416061,-0.099259664,0.201432939,-0.49276779,0.622176672,0.83150238,Anthrax toxin receptor 1 OS=Homo sapiens GN=ANTXR1 PE=1 SV=2
gene15738,LOC106927804,ENSPMEG00000022609,sp|O75410|TACC1_HUMAN,869.9083218,0.074467834,0.151216542,0.49245825,0.622395429,0.831689956,Transforming acidic coiled-coil-containing protein 1 OS=Homo sapiens GN=TACC1 PE=1 SV=2
gene2195,LOC106904025,NA,sp|Q8TBB0|THAP6_HUMAN,25.75573886,-0.162534765,0.330038989,-0.492471406,0.622386131,0.831689956,THAP domain-containing protein 6 OS=Homo sapiens GN=THAP6 PE=1 SV=1
gene2998,ccdc28b,ENSPMEG00000000806,sp|Q8IWP9|CC28A_HUMAN,122.6094185,0.096945422,0.196921448,0.492305044,0.622503715,0.83177246,Coiled-coil domain-containing protein 28A OS=Homo sapiens GN=CCDC28A PE=1 SV=1
gene5798,LOC106916978,NA,NA,7.391161945,0.6104407,1.240077902,0.492259961,0.622535581,0.83177246,NA
gene157,LOC106927168,ENSPMEG00000018584,sp|Q9Y5V0|ZN706_HUMAN,564.6271384,0.098889853,0.201005653,0.491975483,0.622736675,0.831988747,Zinc finger protein 706 OS=Homo sapiens GN=ZNF706 PE=1 SV=1
gene12580,eapp,ENSPMEG00000002828,sp|Q56P03|EAPP_HUMAN,113.3859272,0.131326276,0.267021185,0.491819688,0.622846818,0.832000863,E2F-associated phosphoprotein OS=Homo sapiens GN=EAPP PE=1 SV=4
gene18678,mppe1,ENSPMEG00000005731,sp|Q53F39|MPPE1_HUMAN,333.3231301,-0.085773274,0.174430977,-0.49173189,0.622908891,0.832000863,Metallophosphoesterase 1 OS=Homo sapiens GN=MPPE1 PE=1 SV=2
gene10042,phf24,ENSPMEG00000010106,sp|Q9UPV7|PHF24_HUMAN,2.644269284,0.655902134,1.333798366,0.491755089,0.622892489,0.832000863,PHD finger protein 24 OS=Homo sapiens GN=PHF24 PE=1 SV=2
gene13249,use1,ENSPMEG00000024230,sp|Q9NZ43|USE1_HUMAN,74.10863877,0.100083973,0.203512106,0.491783881,0.622872133,0.832000863,Vesicle transport protein USE1 OS=Homo sapiens GN=USE1 PE=1 SV=2
gene27180,LOC106909000,NA,sp|O00468|AGRIN_HUMAN,34.48733291,0.476572319,0.969262874,0.491685312,0.622941823,0.832000863,Agrin OS=Homo sapiens GN=AGRN PE=1 SV=5
gene17237,rrbp1,ENSPMEG00000012177,sp|Q9P2E9|RRBP1_HUMAN,380.4228593,0.095364336,0.194019266,0.491519932,0.623058759,0.832052283,Ribosome-binding protein 1 OS=Homo sapiens GN=RRBP1 PE=1 SV=4
gene30178,LOC106912196,NA,NA,2.846870892,1.184804219,2.410440234,0.49153022,0.623051483,0.832052283,NA
gene26017,LOC106907733,ENSPMEG00000021221,sp|P51511|MMP15_HUMAN,7.302944494,-0.738572187,1.503504985,-0.491233614,0.623261227,0.832270279,Matrix metalloproteinase-15 OS=Homo sapiens GN=MMP15 PE=1 SV=1
gene4685,sipa1,NA,sp|O43166|SI1L1_HUMAN,540.698093,-0.132407197,0.269602742,-0.491119624,0.623341843,0.832325542,Signal-induced proliferation-associated 1-like protein 1 OS=Homo sapiens GN=SIPA1L1 PE=1 SV=4
gene19375,LOC106931701,ENSPMEG00000001785,sp|Q9P265|DIP2B_HUMAN,131.4283132,0.093872677,0.191257529,0.490818206,0.623555032,0.832327834,Disco-interacting protein 2 homolog B OS=Homo sapiens GN=DIP2B PE=1 SV=3
gene13647,taf1c,ENSPMEG00000012492,sp|Q15572|TAF1C_HUMAN,67.35031146,0.138307152,0.28170408,0.490966095,0.623450428,0.832327834,TATA box-binding protein-associated factor RNA polymerase I subunit C OS=Homo sapiens GN=TAF1C PE=1 SV=2
gene15312,LOC106927339,ENSPMEG00000012613,sp|Q08462|ADCY2_HUMAN,462.6443107,-0.085988248,0.175170677,-0.490882658,0.623509443,0.832327834,Adenylate cyclase type 2 OS=Homo sapiens GN=ADCY2 PE=1 SV=5
gene6197,LOC106917416,ENSPMEG00000017089,sp|Q9NX94|WBP1L_HUMAN,152.5592188,-0.121996671,0.248574876,-0.490784398,0.623578946,0.832327834,WW domain binding protein 1-like OS=Homo sapiens GN=WBP1L PE=1 SV=2
gene30769,LOC106912841,NA,NA,349.4002269,-0.052196368,0.106318663,-0.490942672,0.623466995,0.832327834,NA
gene11230,LOC106922893,NA,NA,23.15380045,0.197471815,0.402286958,0.490873022,0.623516259,0.832327834,NA
gene27239,LOC106909064,ENSPMEG00000001723,sp|Q96A23|CPNE4_HUMAN,2.658656915,1.170303855,2.387001078,0.490282081,0.623934305,0.832423269,Copine-4 OS=Homo sapiens GN=CPNE4 PE=1 SV=1
gene21852,LOC106903247,ENSPMEG00000008163,sp|P53778|MK12_HUMAN,510.8414381,-0.050182425,0.102317851,-0.490456202,0.623811115,0.832423269,Mitogen-activated protein kinase 12 OS=Homo sapiens GN=MAPK12 PE=1 SV=3
gene15402,LOC106927446,ENSPMEG00000009588,sp|O95674|CDS2_HUMAN,58.29048023,-0.135882853,0.277110567,-0.490356086,0.623881946,0.832423269,Phosphatidate cytidylyltransferase 2 OS=Homo sapiens GN=CDS2 PE=1 SV=1
gene305,katnal2,ENSPMEG00000010839,sp|Q9H0R4|HDHD2_HUMAN,20.8918973,0.219341286,0.447238316,0.490434916,0.623826174,0.832423269,Haloacid dehalogenase-like hydrolase domain-containing protein 2 OS=Homo sapiens GN=HDHD2 PE=1 SV=1
gene14300,LOC106926271,ENSPMEG00000010929,sp|Q6UX46|F150B_HUMAN,28.29089296,-0.326058513,0.66516256,-0.490193724,0.623996821,0.832423269,Protein FAM150B OS=Homo sapiens GN=FAM150B PE=2 SV=2
gene13076,dmap1,ENSPMEG00000011077,sp|Q9NPF5|DMAP1_HUMAN,188.7044394,-0.072716972,0.148336665,-0.490215766,0.623981226,0.832423269,DNA methyltransferase 1-associated protein 1 OS=Homo sapiens GN=DMAP1 PE=1 SV=1
gene5591,irx3,ENSPMEG00000014973,sp|P78415|IRX3_HUMAN,14.42313934,0.387051979,0.788897063,0.490624185,0.623692278,0.832423269,Iroquois-class homeodomain protein IRX-3 OS=Homo sapiens GN=IRX3 PE=2 SV=3
gene29874,LOC106911888,NA,sp|Q70CQ2|UBP34_HUMAN,35.13304869,0.144504562,0.294650365,0.490427229,0.623831613,0.832423269,Ubiquitin carboxyl-terminal hydrolase 34 OS=Homo sapiens GN=USP34 PE=1 SV=2
gene25805,zfr,NA,sp|Q96KR1|ZFR_HUMAN,454.608591,-0.077220507,0.157533655,-0.490184191,0.624003567,0.832423269,Zinc finger RNA-binding protein OS=Homo sapiens GN=ZFR PE=1 SV=2
gene27142,LOC106908957,ENSPMEG00000002750,sp|Q14498|RBM39_HUMAN,167.0473097,-0.101359794,0.206819191,-0.490088919,0.624070979,0.832460854,RNA-binding protein 39 OS=Homo sapiens GN=RBM39 PE=1 SV=2
gene29100,pik3r4,ENSPMEG00000000259,sp|Q99570|PI3R4_HUMAN,405.2230905,0.049866544,0.101804356,0.489827216,0.62425617,0.832655533,Phosphoinositide 3-kinase regulatory subunit 4 OS=Homo sapiens GN=PIK3R4 PE=1 SV=3
gene25545,LOC106907247,ENSPMEG00000011115,sp|Q9Y606|TRUA_HUMAN,33.52744162,-0.118830813,0.242705702,-0.489608659,0.624410848,0.832784928,"tRNA pseudouridine synthase A, mitochondrial OS=Homo sapiens GN=PUS1 PE=1 SV=3"
gene16272,cetn2,ENSPMEG00000024388,sp|P41208|CETN2_HUMAN,2.948448563,-0.754832034,1.541797541,-0.489579218,0.624431685,0.832784928,Centrin-2 OS=Homo sapiens GN=CETN2 PE=1 SV=1
gene551,LOC106916687,ENSPMEG00000001666,sp|Q9BXW6|OSBL1_HUMAN,166.054567,-0.108391314,0.221807839,-0.488672152,0.625073822,0.833245395,Oxysterol-binding protein-related protein 1 OS=Homo sapiens GN=OSBPL1A PE=1 SV=2
gene3441,LOC106914400,ENSPMEG00000003357,sp|Q9BQK8|LPIN3_HUMAN,108.9242033,-0.075425373,0.154323027,-0.488749958,0.62501873,0.833245395,Phosphatidate phosphatase LPIN3 OS=Homo sapiens GN=LPIN3 PE=1 SV=3
gene9442,LOC106920957,ENSPMEG00000006765,sp|Q16678|CP1B1_HUMAN,515.6787286,-0.221611375,0.453567379,-0.488596371,0.625127483,0.833245395,Cytochrome P450 1B1 OS=Homo sapiens GN=CYP1B1 PE=1 SV=2
gene12481,qser1,ENSPMEG00000010348,sp|Q2KHR3|QSER1_HUMAN,291.8333511,-0.064702933,0.132334563,-0.488934495,0.624888073,0.833245395,Glutamine and serine-rich protein 1 OS=Homo sapiens GN=QSER1 PE=1 SV=3
gene7556,LOC106918882,ENSPMEG00000013394,sp|C9JH25|PRRT4_HUMAN,263.1815034,-0.219355201,0.448873131,-0.488679732,0.625068455,0.833245395,Proline-rich transmembrane protein 4 OS=Homo sapiens GN=PRRT4 PE=2 SV=1
gene2712,mrps17,ENSPMEG00000014029,sp|Q9Y2R5|RT17_HUMAN,96.17541882,0.104956275,0.214674635,0.4889086,0.624906407,0.833245395,"28S ribosomal protein S17, mitochondrial OS=Homo sapiens GN=MRPS17 PE=1 SV=1"
gene1202,acvr1,ENSPMEG00000023258,sp|Q04771|ACVR1_HUMAN,163.7132599,0.102077094,0.208855109,0.488745975,0.62502155,0.833245395,Activin receptor type-1 OS=Homo sapiens GN=ACVR1 PE=1 SV=1
gene16110,LOC106928205,NA,NA,2.803788075,-0.857450353,1.75494064,-0.488592226,0.625130418,0.833245395,NA
gene19433,mrps28,NA,sp|Q9Y2Q9|RT28_HUMAN,262.2781591,-0.097245983,0.198982023,-0.488717433,0.62504176,0.833245395,"28S ribosomal protein S28, mitochondrial OS=Homo sapiens GN=MRPS28 PE=1 SV=1"
gene15655,nup98,ENSPMEG00000002420,sp|P52948|NUP98_HUMAN,968.3109776,0.080236885,0.164278577,0.488419651,0.625252626,0.833292648,Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens GN=NUP98 PE=1 SV=4
gene7587,LOC106918923,ENSPMEG00000012442,sp|Q7RTR2|NLRC3_HUMAN,718.5676642,0.080231222,0.164264533,0.488426931,0.62524747,0.833292648,Protein NLRC3 OS=Homo sapiens GN=NLRC3 PE=2 SV=2
gene14691,LOC106926688,NA,sp|Q96EY1|DNJA3_HUMAN,24.2834254,0.337202457,0.690456969,0.488375774,0.625283699,0.833292648,"DnaJ homolog subfamily A member 3, mitochondrial OS=Homo sapiens GN=DNAJA3 PE=1 SV=2"
gene10951,LOC106922574,NA,sp|Q6ZSA7|LRC55_HUMAN,3.690104494,-0.881824828,1.80586077,-0.488312744,0.625328336,0.833299792,Leucine-rich repeat-containing protein 55 OS=Homo sapiens GN=LRRC55 PE=1 SV=2
gene7533,tmem5,NA,sp|Q9Y2B1|TMEM5_HUMAN,75.08346682,0.153280576,0.313951984,0.48822936,0.625387391,0.833326145,Transmembrane protein 5 OS=Homo sapiens GN=TMEM5 PE=1 SV=1
gene26300,zswim8,ENSPMEG00000008581,sp|A7E2V4|ZSWM8_HUMAN,335.8651427,0.08166649,0.167335028,0.488041806,0.625520229,0.833346134,Zinc finger SWIM domain-containing protein 8 OS=Homo sapiens GN=ZSWIM8 PE=1 SV=1
gene5725,b3gat3,ENSPMEG00000009945,sp|O94766|B3GA3_HUMAN,75.44584755,-0.10820709,0.221679957,-0.488123021,0.625462706,0.833346134,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 OS=Homo sapiens GN=B3GAT3 PE=1 SV=2
gene28862,LOC106910803,NA,NA,2.41875244,-1.03197255,2.114411002,-0.488066203,0.625502949,0.833346134,NA
gene26788,rps8,ENSPMEG00000017335,sp|P62241|RS8_HUMAN,14776.29098,-0.105135429,0.215476508,-0.487920609,0.625606076,0.833355843,40S ribosomal protein S8 OS=Homo sapiens GN=RPS8 PE=1 SV=2
gene4952,bhlhe41,ENSPMEG00000019433,sp|Q9C0J9|BHE41_HUMAN,10.52620116,-0.342611985,0.702134563,-0.487957726,0.625579785,0.833355843,Class E basic helix-loop-helix protein 41 OS=Homo sapiens GN=BHLHE41 PE=1 SV=1
gene5946,LOC106917144,ENSPMEG00000005005,sp|Q8WY07|CTR3_HUMAN,1284.687356,0.043843887,0.089870009,0.487858942,0.625649758,0.833361707,Cationic amino acid transporter 3 OS=Homo sapiens GN=SLC7A3 PE=1 SV=1
gene23668,sgtb,ENSPMEG00000006476,sp|Q96EQ0|SGTB_HUMAN,25.99377513,-0.190518849,0.390642793,-0.487706039,0.625758074,0.833453656,Small glutamine-rich tetratricopeptide repeat-containing protein beta OS=Homo sapiens GN=SGTB PE=1 SV=1
gene10669,LOC106922298,ENSPMEG00000024328,sp|Q86UP8|GTD2A_HUMAN,68.96607416,-0.203788652,0.417904666,-0.487643877,0.625802111,0.833459986,General transcription factor II-I repeat domain-containing protein 2A OS=Homo sapiens GN=GTF2IRD2 PE=1 SV=2
gene12943,LOC106924778,ENSPMEG00000015188,sp|P12271|RLBP1_HUMAN,92.96042792,-0.1331531,0.273087623,-0.487583796,0.625844675,0.833464355,Retinaldehyde-binding protein 1 OS=Homo sapiens GN=RLBP1 PE=1 SV=2
gene14182,LOC106926136,NA,sp|Q9Y4C5|CHST2_HUMAN,98.94230821,0.083873278,0.172130563,0.487265461,0.626070221,0.833712391,Carbohydrate sulfotransferase 2 OS=Homo sapiens GN=CHST2 PE=1 SV=2
gene16152,dxo,ENSPMEG00000001371,sp|O77932|DXO_HUMAN,58.80205955,-0.102219464,0.209968031,-0.486833467,0.626376351,0.833722047,Decapping and exoribonuclease protein OS=Homo sapiens GN=DXO PE=2 SV=2
gene30212,LOC106912233,ENSPMEG00000007390,sp|P04035|HMDH_HUMAN,221.4609324,0.114693601,0.235542914,0.486932931,0.626305861,0.833722047,3-hydroxy-3-methylglutaryl-coenzyme A reductase OS=Homo sapiens GN=HMGCR PE=1 SV=1
gene22858,LOC106904344,ENSPMEG00000008399,sp|Q5VV67|PPRC1_HUMAN,144.6221512,-0.149335611,0.306772713,-0.486795612,0.626403181,0.833722047,Peroxisome proliferator-activated receptor gamma coactivator-related protein 1 OS=Homo sapiens GN=PPRC1 PE=1 SV=1
gene9386,mfsd9,ENSPMEG00000008537,sp|Q8NBP5|MFSD9_HUMAN,76.56883422,-0.100213716,0.205704431,-0.487173345,0.626135493,0.833722047,Major facilitator superfamily domain-containing protein 9 OS=Homo sapiens GN=MFSD9 PE=2 SV=2
gene23513,limd2,ENSPMEG00000010783,sp|Q9BT23|LIMD2_HUMAN,143.5580793,-0.104048332,0.213770342,-0.486729502,0.626450035,0.833722047,LIM domain-containing protein 2 OS=Homo sapiens GN=LIMD2 PE=1 SV=1
gene30827,LOC106912904,ENSPMEG00000017388,sp|P83369|LSM11_HUMAN,20.94223314,-0.177893068,0.365347309,-0.486914955,0.6263186,0.833722047,U7 snRNA-associated Sm-like protein LSm11 OS=Homo sapiens GN=LSM11 PE=1 SV=2
gene30816,LOC106912892,ENSPMEG00000017479,sp|P83369|LSM11_HUMAN,20.94223314,-0.177893068,0.365347309,-0.486914955,0.6263186,0.833722047,U7 snRNA-associated Sm-like protein LSm11 OS=Homo sapiens GN=LSM11 PE=1 SV=2
gene13379,eif2b1,ENSPMEG00000020671,sp|Q14232|EI2BA_HUMAN,145.2448279,-0.071150155,0.146205378,-0.486645268,0.626509738,0.833722047,Translation initiation factor eIF-2B subunit alpha OS=Homo sapiens GN=EIF2B1 PE=1 SV=1
gene21968,kpna2,ENSPMEG00000022473,sp|P52292|IMA1_HUMAN,221.6573706,0.086388779,0.177483778,0.486741832,0.626441297,0.833722047,Importin subunit alpha-1 OS=Homo sapiens GN=KPNA2 PE=1 SV=1
gene30803,LOC106912878,NA,sp|Q6TCH7|PAQR3_HUMAN,22.21520453,-0.159003631,0.326716979,-0.486670853,0.626491603,0.833722047,Progestin and adipoQ receptor family member 3 OS=Homo sapiens GN=PAQR3 PE=1 SV=2
gene8475,LOC106919897,NA,NA,16.9513877,-0.351633579,0.721961158,-0.48705332,0.626220545,0.833722047,NA
gene17912,LOC106930123,ENSPMEG00000008332,sp|Q9UGC6|RGS17_HUMAN,35.10369585,0.178892297,0.367740238,0.486463754,0.626638398,0.833776925,Regulator of G-protein signaling 17 OS=Homo sapiens GN=RGS17 PE=1 SV=2
gene14536,LOC106926515,ENSPMEG00000023023,sp|P20742|PZP_HUMAN,158.8722724,0.140755642,0.289396081,0.486377152,0.626699787,0.833776925,Pregnancy zone protein OS=Homo sapiens GN=PZP PE=1 SV=4
gene4795,LOC106915867,NA,NA,7.143164201,1.214577577,2.496844851,0.486444953,0.626651725,0.833776925,NA
gene20776,LOC106933228,NA,sp|Q8N961|ABTB2_HUMAN,57.6276846,0.118677947,0.244009888,0.48636532,0.626708174,0.833776925,Ankyrin repeat and BTB/POZ domain-containing protein 2 OS=Homo sapiens GN=ABTB2 PE=2 SV=2
gene9374,LOC106920866,NA,NA,10.36230439,0.305421056,0.628054749,0.486296866,0.626756701,0.833789201,NA
gene31145,LOC106913204,ENSPMEG00000011679,sp|Q9NUV9|GIMA4_HUMAN,54.0180542,0.470406672,0.967494486,0.486211218,0.626817419,0.833817691,GTPase IMAP family member 4 OS=Homo sapiens GN=GIMAP4 PE=1 SV=1
gene26246,LOC106907987,NA,sp|P51522|ZNF83_HUMAN,10.12009609,0.366195199,0.753568353,0.48594822,0.627003879,0.834013436,Zinc finger protein 83 OS=Homo sapiens GN=ZNF83 PE=2 SV=3
gene114,LOC106920763,NA,sp|O14493|CLD4_HUMAN,3584.020224,0.131460577,0.270646385,0.485728183,0.627159899,0.834168668,Claudin-4 OS=Homo sapiens GN=CLDN4 PE=1 SV=1
gene8053,itgb5,ENSPMEG00000015343,sp|P18084|ITB5_HUMAN,566.3312483,-0.078618029,0.161882447,-0.485648882,0.627216133,0.834191165,Integrin beta-5 OS=Homo sapiens GN=ITGB5 PE=1 SV=1
gene8774,nvl,ENSPMEG00000011799,sp|O15381|NVL_HUMAN,138.9570633,0.07854027,0.161776787,0.48548541,0.62733206,0.834240754,Nuclear valosin-containing protein-like OS=Homo sapiens GN=NVL PE=1 SV=1
gene20038,pi4kb,NA,sp|Q9UBF8|PI4KB_HUMAN,13.54370595,0.272188579,0.56063582,0.485499801,0.627321854,0.834240754,Phosphatidylinositol 4-kinase beta OS=Homo sapiens GN=PI4KB PE=1 SV=1
gene23022,mybbp1a,ENSPMEG00000003256,sp|Q9BQG0|MBB1A_HUMAN,315.3276578,0.08821883,0.181777163,0.485313056,0.627454295,0.834351008,Myb-binding protein 1A OS=Homo sapiens GN=MYBBP1A PE=1 SV=2
gene27530,nsmf,ENSPMEG00000017351,sp|Q6X4W1|NSMF_HUMAN,2.925683825,-0.751018692,1.548301725,-0.485059649,0.627634034,0.834433116,NMDA receptor synaptonuclear signaling and neuronal migration factor OS=Homo sapiens GN=NSMF PE=1 SV=1
gene25479,LOC106907171,NA,sp|C9JI98|TM238_HUMAN,6.227711881,-0.553400682,1.140824841,-0.485088212,0.627613774,0.834433116,Transmembrane protein 238 OS=Homo sapiens GN=TMEM238 PE=1 SV=1
gene13973,LOC106925904,NA,sp|Q8NBF1|GLIS1_HUMAN,3.397633053,-0.73291479,1.510905632,-0.485083102,0.627617398,0.834433116,Zinc finger protein GLIS1 OS=Homo sapiens GN=GLIS1 PE=2 SV=2
gene21536,wbp11,ENSPMEG00000018583,sp|Q9Y2W2|WBP11_HUMAN,510.9693217,0.061139667,0.126077982,0.484935327,0.627722222,0.834498068,WW domain-binding protein 11 OS=Homo sapiens GN=WBP11 PE=1 SV=1
gene1785,pola2,ENSPMEG00000003291,sp|Q14181|DPOA2_HUMAN,104.0835951,-0.099660564,0.205602066,-0.484725498,0.627871077,0.834526128,DNA polymerase alpha subunit B OS=Homo sapiens GN=POLA2 PE=1 SV=2
gene912,LOC106920419,ENSPMEG00000003830,sp|O95685|PPR3D_HUMAN,24.15910555,0.249627943,0.515237591,0.484490936,0.628037495,0.834526128,Protein phosphatase 1 regulatory subunit 3D OS=Homo sapiens GN=PPP1R3D PE=1 SV=1
gene31231,LOC106913299,ENSPMEG00000010245,sp|P16591|FER_HUMAN,71.67104389,0.137908452,0.284695656,0.48440659,0.628097342,0.834526128,Tyrosine-protein kinase Fer OS=Homo sapiens GN=FER PE=1 SV=2
gene2715,sumf2,ENSPMEG00000013973,sp|Q8NBJ7|SUMF2_HUMAN,58.87374166,-0.112934856,0.23310809,-0.484474203,0.628049368,0.834526128,Sulfatase-modifying factor 2 OS=Homo sapiens GN=SUMF2 PE=1 SV=2
gene12261,LOC106924015,ENSPMEG00000016352,sp|Q96K76|UBP47_HUMAN,130.7827878,0.740467454,1.528078665,0.484574172,0.627978438,0.834526128,Ubiquitin carboxyl-terminal hydrolase 47 OS=Homo sapiens GN=USP47 PE=1 SV=3
gene29694,LOC106911693,ENSPMEG00000022168,sp|Q86TG7|PEG10_HUMAN,2.435388051,0.87722216,1.810373495,0.484553139,0.627993362,0.834526128,Retrotransposon-derived protein PEG10 OS=Homo sapiens GN=PEG10 PE=1 SV=2
gene15730,cpd,ENSPMEG00000023422,sp|O75976|CBPD_HUMAN,533.8679131,0.126079668,0.260261454,0.484434655,0.628077429,0.834526128,Carboxypeptidase D OS=Homo sapiens GN=CPD PE=1 SV=2
gene29319,LOC106911292,NA,sp|Q8WTV1|THAP3_HUMAN,90.35809693,0.091510396,0.188898142,0.484443068,0.628071459,0.834526128,THAP domain-containing protein 3 OS=Homo sapiens GN=THAP3 PE=1 SV=1
gene19841,LOC106932222,NA,NA,2.426306129,-0.680540157,1.403693786,-0.484820952,0.627803359,0.834526128,NA
gene4815,gpkow,ENSPMEG00000002762,sp|Q92917|GPKOW_HUMAN,141.5648132,-0.142631377,0.29456265,-0.484214062,0.628233958,0.834655373,G patch domain and KOW motifs-containing protein OS=Homo sapiens GN=GPKOW PE=1 SV=2
gene10499,ntrk2,ENSPMEG00000001830,sp|P51452|DUS3_HUMAN,15.34082206,0.282983723,0.585172954,0.483589887,0.628676953,0.83492605,Dual specificity protein phosphatase 3 OS=Homo sapiens GN=DUSP3 PE=1 SV=1
gene14242,LOC106926203,ENSPMEG00000012340,sp|Q9NVR0|KLH11_HUMAN,185.3076059,-0.081942189,0.169539597,-0.483321834,0.628867239,0.83492605,Kelch-like protein 11 OS=Homo sapiens GN=KLHL11 PE=1 SV=1
gene7392,wdr11,ENSPMEG00000018489,sp|Q9BZH6|WDR11_HUMAN,386.5589417,0.071915261,0.148679418,0.483693453,0.62860344,0.83492605,WD repeat-containing protein 11 OS=Homo sapiens GN=WDR11 PE=1 SV=1
gene7279,LOC106918594,ENSPMEG00000021936,sp|Q9P2G1|AKIB1_HUMAN,206.3798616,-0.133585941,0.276261557,-0.483548787,0.628706128,0.83492605,Ankyrin repeat and IBR domain-containing protein 1 OS=Homo sapiens GN=ANKIB1 PE=1 SV=3
gene5463,il17rel,ENSPMEG00000023462,sp|Q6ZVW7|I17EL_HUMAN,241.8121547,0.080118806,0.165622177,0.483744434,0.628567255,0.83492605,Putative interleukin-17 receptor E-like OS=Homo sapiens GN=IL17REL PE=2 SV=2
gene29585,LOC106911578,ENSPMEG00000023754,sp|Q01196|RUNX1_HUMAN,9.06387563,-0.400535303,0.828664687,-0.483350273,0.62884705,0.83492605,Runt-related transcription factor 1 OS=Homo sapiens GN=RUNX1 PE=1 SV=3
gene31814,NA,NA,NA,283.4776606,-0.174602122,0.361175766,-0.483427014,0.628792571,0.83492605,NA
gene24853,LOC106906486,NA,sp|P50747|BPL1_HUMAN,8.348085038,0.217616439,0.450256007,0.483317125,0.628870583,0.83492605,Biotin--protein ligase OS=Homo sapiens GN=HLCS PE=1 SV=1
gene29252,LOC106911221,NA,sp|Q7Z460|CLAP1_HUMAN,16.34178717,0.352668832,0.729088382,0.483712044,0.628590244,0.83492605,CLIP-associating protein 1 OS=Homo sapiens GN=CLASP1 PE=1 SV=1
gene5052,LOC106916142,NA,sp|Q6ZN57|ZFP2_HUMAN,88.62371737,0.149563414,0.309168356,0.48376042,0.628555907,0.83492605,Zinc finger protein 2 homolog OS=Homo sapiens GN=ZFP2 PE=1 SV=1
gene15154,LOC106927171,NA,NA,308.9376712,-0.110162486,0.227845966,-0.483495441,0.628743996,0.83492605,NA
gene13,rdm1,ENSPMEG00000024226,sp|Q8NG50|RDM1_HUMAN,14.37259644,0.274718913,0.56849517,0.483238781,0.628926202,0.834947644,RAD52 motif-containing protein 1 OS=Homo sapiens GN=RDM1 PE=1 SV=1
gene13828,LOC106925736,ENSPMEG00000006399,sp|P48729|KC1A_HUMAN,8.617722451,0.297118147,0.614991389,0.483125702,0.629006485,0.835001977,Casein kinase I isoform alpha OS=Homo sapiens GN=CSNK1A1 PE=1 SV=2
gene11634,LOC106923328,ENSPMEG00000018689,sp|O00167|EYA2_HUMAN,96.84737788,-0.123514245,0.255753321,-0.482942881,0.629136293,0.835122042,Eyes absent homolog 2 OS=Homo sapiens GN=EYA2 PE=1 SV=2
gene9586,LOC106921116,ENSPMEG00000001295,sp|Q9H2L4|TMM60_HUMAN,4.679997991,-0.386782947,0.801022364,-0.482861608,0.629194003,0.835146395,Transmembrane protein 60 OS=Homo sapiens GN=TMEM60 PE=2 SV=1
gene19642,LOC106931997,ENSPMEG00000010932,sp|P40337|VHL_HUMAN,224.9086479,0.076813423,0.159174493,0.482573696,0.629398459,0.835365512,Von Hippel-Lindau disease tumor suppressor OS=Homo sapiens GN=VHL PE=1 SV=2
gene19979,bbs7,ENSPMEG00000001649,sp|Q8IWZ6|BBS7_HUMAN,40.86308997,-0.138673267,0.287405533,-0.482500338,0.629450558,0.8353824,Bardet-Biedl syndrome 7 protein OS=Homo sapiens GN=BBS7 PE=1 SV=2
gene13999,LOC106925932,ENSPMEG00000000423,sp|Q9NXA8|SIR5_HUMAN,117.1796133,-0.08871687,0.184279069,-0.481426735,0.630213239,0.835574074,"NAD-dependent protein deacylase sirtuin-5, mitochondrial OS=Homo sapiens GN=SIRT5 PE=1 SV=2"
gene11635,LOC106923329,ENSPMEG00000000639,sp|O43548|TGM5_HUMAN,2187.133488,0.347619183,0.722172031,0.48135232,0.630266118,0.835574074,Protein-glutamine gamma-glutamyltransferase 5 OS=Homo sapiens GN=TGM5 PE=1 SV=4
gene21238,LOC106933725,ENSPMEG00000001999,sp|Q8NFZ4|NLGN2_HUMAN,5.627611908,-0.520289871,1.0814477,-0.481104977,0.630441891,0.835574074,Neuroligin-2 OS=Homo sapiens GN=NLGN2 PE=1 SV=1
gene16080,card14,ENSPMEG00000002041,sp|Q9BXL6|CAR14_HUMAN,292.316043,0.121628551,0.252441996,0.48180791,0.62994241,0.835574074,Caspase recruitment domain-containing protein 14 OS=Homo sapiens GN=CARD14 PE=1 SV=2
gene10181,nkx2-5,ENSPMEG00000003500,sp|P52952|NKX25_HUMAN,5.587769053,-0.407175381,0.845654456,-0.481491439,0.630167263,0.835574074,Homeobox protein Nkx-2.5 OS=Homo sapiens GN=NKX2-5 PE=1 SV=1
